CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt
719462433,Existing Customer,42,F,5,Graduate,Single,Less than $40K,Blue,2,8464,1002,4227
769063308,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,2,29003,2323,1676
715136583,Existing Customer,51,M,3,High School,Single,$40K - $60K,Blue,3,5000,942,4077
710915358,Existing Customer,63,F,0,College,Single,,Blue,1,14963,1616,3242
709841433,Existing Customer,45,F,2,Graduate,Divorced,Less than $40K,Blue,3,3855,1188,3885
710509758,Existing Customer,36,M,4,College,Single,$120K +,Blue,3,28200,765,2507
720527058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,3,2310,1306,4343
711787383,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,1,1960,1428,3782
715824108,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,1,3773,1291,4697
719474583,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,2,9771,1776,2778
719282433,Existing Customer,60,F,0,Graduate,Single,,Blue,3,6417,1372,3280
772669833,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,3,16037,0,3048
789365508,Attrited Customer,49,M,2,High School,Divorced,$40K - $60K,Blue,3,14839,512,1453
806641683,Existing Customer,44,M,3,Uneducated,Married,$80K - $120K,Silver,2,34516,1461,3416
805534608,Existing Customer,54,F,2,College,Single,$40K - $60K,Blue,3,8769,1314,3817
781117533,Existing Customer,50,M,1,,Married,$120K +,Blue,3,20968,0,2823
710294808,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,1,2188,1241,4509
718788258,Existing Customer,52,M,5,,Married,$80K - $120K,Blue,3,30314,776,3290
716404383,Attrited Customer,47,F,2,Graduate,Married,,Blue,3,18799,2517,2315
824795358,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,3,1638,1038,4150
715196508,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,3,3538,0,4123
779051808,Existing Customer,35,F,1,Graduate,Single,$40K - $60K,Blue,2,2546,1348,4145
720695583,Existing Customer,65,M,1,Graduate,Single,,Blue,2,10775,1787,3432
826414083,Existing Customer,47,F,4,,Married,$40K - $60K,Blue,3,4798,1017,4225
708426483,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,6,5816,716,3534
787472283,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,2,20533,1321,3918
716948283,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,3,9890,0,3497
778375458,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,3,30820,1724,3402
718504983,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,2,6091,0,3340
709625733,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,2,9690,1115,4620
719357058,Existing Customer,62,F,2,Doctorate,Single,$40K - $60K,Blue,3,6797,1428,3962
709626858,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,3,4985,1379,4222
711843708,Attrited Customer,61,F,0,Graduate,Divorced,Less than $40K,Blue,3,2125,0,2860
711349083,Existing Customer,47,F,4,Doctorate,Married,Less than $40K,Blue,2,4012,0,2962
721462458,Existing Customer,52,F,3,High School,Married,,Blue,2,23858,1179,3784
780833058,Existing Customer,46,M,2,High School,Married,$40K - $60K,Blue,3,2619,2271,3835
769962933,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,1,6728,1192,5244
719095533,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,3,2680,1652,3382
709718058,Existing Customer,52,F,4,Uneducated,Single,Less than $40K,Blue,1,2936,2181,4650
819151083,Existing Customer,46,M,5,High School,Single,$60K - $80K,Blue,3,7478,1775,4042
770778108,Existing Customer,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,2,2527,1419,3585
718877883,Attrited Customer,44,F,3,,Single,Less than $40K,Blue,1,5644,2517,2440
710376708,Existing Customer,50,F,5,Uneducated,Single,Less than $40K,Blue,3,2837,1377,3928
718366983,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Blue,2,18584,2446,3504
719604858,Attrited Customer,45,F,3,,Married,Less than $40K,Blue,3,5941,0,2196
714549558,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,2,9576,0,2362
822955008,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,3,9569,0,2287
712986483,Existing Customer,32,M,3,College,,$80K - $120K,Blue,5,15412,0,3993
779597133,Existing Customer,55,M,1,Graduate,Single,$80K - $120K,Blue,3,2663,1784,4317
758426583,Existing Customer,51,F,2,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,1031,3308
716805408,Existing Customer,52,M,3,Doctorate,Married,$60K - $80K,Blue,2,5376,804,4511
711275433,Attrited Customer,47,M,4,Uneducated,,,Blue,3,18873,0,2021
778968408,Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,1,5341,0,1955
827117808,Attrited Customer,45,M,1,Graduate,Single,$60K - $80K,Blue,3,9904,2513,1152
804462633,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,3,7084,0,2287
709321908,Attrited Customer,47,M,3,High School,Single,$80K - $120K,Blue,2,7498,2319,1676
714907908,Existing Customer,51,F,0,High School,Married,$40K - $60K,Blue,2,5450,1674,3722
818336508,Existing Customer,50,M,2,,Single,$120K +,Blue,2,32719,1650,4037
712597233,Attrited Customer,37,M,2,Uneducated,,$40K - $60K,Blue,3,3250,1721,1714
711964533,Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,3,6111,2517,4155
716705433,Existing Customer,62,F,1,Uneducated,,Less than $40K,Silver,1,12590,931,4182
717983058,Existing Customer,41,F,3,Graduate,Married,$40K - $60K,Blue,1,1982,1068,3058
709587783,Existing Customer,39,M,4,Post-Graduate,Single,$60K - $80K,Silver,3,25133,0,4033
709804533,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,1,17818,1451,3973
712076358,Existing Customer,46,M,3,High School,Single,$120K +,Blue,3,5155,868,3535
711670308,Existing Customer,51,F,3,,Married,Less than $40K,Blue,2,6006,1576,3199
720717108,Existing Customer,64,M,1,Uneducated,Single,,Blue,3,2571,1210,3647
784789758,Existing Customer,40,M,2,,Married,$60K - $80K,Blue,3,3269,1601,3966
779689233,Existing Customer,50,M,3,Graduate,Single,$40K - $60K,Blue,1,2798,1291,2903
788792583,Existing Customer,44,F,3,,Single,$40K - $60K,Blue,3,7277,0,4458
710657508,Existing Customer,32,M,0,College,,Less than $40K,Blue,3,3788,1325,3975
716393958,Existing Customer,43,M,3,High School,Single,$80K - $120K,Blue,2,28262,1483,3855
770708133,Existing Customer,47,F,5,High School,Single,Less than $40K,Blue,2,2169,1330,3833
766131033,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,3,3767,976,3163
719816583,Attrited Customer,46,M,3,Doctorate,Married,$120K +,Blue,2,8989,552,2309
715376508,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,5,2838,2517,3493
709300458,Existing Customer,48,M,1,Graduate,,Less than $40K,Blue,3,7199,1031,4041
778340733,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,1,8495,1537,1950
708195633,Existing Customer,40,M,2,High School,,$80K - $120K,Silver,2,34516,1182,2440
714729933,Existing Customer,46,M,2,,Married,$80K - $120K,Blue,1,14164,1525,3749
794514108,Existing Customer,50,F,2,,Married,,Blue,2,3604,0,4051
812501358,Existing Customer,46,F,4,Post-Graduate,Divorced,Less than $40K,Blue,1,1752,611,4864
718961208,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,3,4204,0,3799
814459833,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,3,8017,0,3042
720363258,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,3,2778,1640,4007
714496083,Existing Customer,51,M,3,,Single,$60K - $80K,Blue,2,6649,1781,1609
713004933,Attrited Customer,40,M,3,High School,Married,$60K - $80K,Blue,2,6813,2332,2634
712011633,Existing Customer,40,F,2,Doctorate,Single,$40K - $60K,Blue,1,2797,850,3652
772466508,Attrited Customer,45,M,3,,Single,$60K - $80K,Blue,2,18004,2517,2030
708225483,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,2,11242,1561,4246
788923758,Existing Customer,26,F,1,High School,,,Blue,1,10693,2517,4138
789150633,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,3,3026,1888,3687
710809083,Existing Customer,37,F,4,College,Married,Less than $40K,Blue,3,1438.3,787,4587
787669233,Existing Customer,51,M,2,Doctorate,Single,$80K - $120K,Blue,3,34516,1046,3435
708119658,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,2,12836,1034,2519
737921733,Attrited Customer,62,F,1,,Single,Less than $40K,Blue,3,1892,1604,1581
765940683,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,2,11277,1747,2033
719732433,Existing Customer,54,M,2,Graduate,Single,$60K - $80K,Blue,3,12815,1017,3771
715491483,Existing Customer,44,M,2,Graduate,Divorced,$120K +,Blue,2,24016,0,3693
783381933,Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,1,3482,1942,3512
811554708,Existing Customer,44,F,3,High School,Married,,Blue,6,26516,1434,3609
719536608,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,5,2285,1931,4944
720753183,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,3,9617,2035,4247
714505683,Existing Customer,51,M,4,Uneducated,Divorced,$80K - $120K,Blue,3,34516,0,3250
711942783,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,1,2354,1909,4048
714031983,Existing Customer,41,F,3,High School,Single,Less than $40K,Silver,1,11533,1418,4038
711372258,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,2,5042,1002,2897
710825658,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,3,2584,1614,4045
716575758,Attrited Customer,50,F,2,College,,,Blue,3,1438.3,0,1859
714732183,Existing Customer,47,M,4,Uneducated,,$40K - $60K,Blue,3,3402,1607,3188
714097683,Attrited Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,3,1809,0,2123
720568083,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,2,8624,0,2428
708121908,Attrited Customer,48,M,4,,Married,$80K - $120K,Blue,3,22917,0,2045
778710783,Existing Customer,45,M,3,High School,Divorced,$80K - $120K,Blue,2,18410,974,3778
713745783,Existing Customer,29,F,0,Post-Graduate,Single,,Gold,1,34516,1452,2336
711043983,Existing Customer,44,M,3,High School,Single,$80K - $120K,Blue,3,34516,1259,3275
716438433,Existing Customer,41,M,1,Doctorate,Married,$80K - $120K,Blue,3,10130,1449,4002
709435533,Attrited Customer,53,F,1,,Single,Less than $40K,Blue,3,3099,0,1401
711080358,Existing Customer,55,M,1,,,$120K +,Blue,1,19849,2205,3657
718677858,Existing Customer,39,M,1,College,Married,Less than $40K,Blue,2,2283,1053,4571
720259308,Existing Customer,39,M,3,High School,Single,$80K - $120K,Blue,3,6347,569,3927
719346708,Existing Customer,41,F,1,,Divorced,Less than $40K,Blue,2,2758,1675,3820
719874633,Attrited Customer,44,M,1,High School,,$80K - $120K,Gold,2,34516,0,1891
720286908,Existing Customer,50,M,3,Uneducated,Married,$40K - $60K,Blue,2,3469,0,3680
719168883,Attrited Customer,45,F,5,,Single,Less than $40K,Blue,4,5155,0,2753
789893808,Existing Customer,52,M,3,Graduate,Divorced,$120K +,Silver,2,34516,1230,2100
772472208,Existing Customer,50,M,1,Uneducated,Married,$60K - $80K,Blue,1,4092,996,2298
710402508,Existing Customer,52,M,0,,Married,$80K - $120K,Blue,3,4675,0,3487
710218233,Existing Customer,43,F,3,High School,Single,$40K - $60K,Blue,3,2297,1044,3161
714212358,Attrited Customer,38,F,3,High School,Single,,Blue,3,5260,1706,2142
812956983,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,3,3458,1989,3409
780241758,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,2,3943,2517,3527
711580908,Existing Customer,52,F,3,,Single,$40K - $60K,Blue,3,3028,2258,4119
712835433,Existing Customer,49,F,3,Uneducated,Married,,Blue,3,1438.3,0,4869
716461683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Silver,3,11884,1339,4134
713617608,Existing Customer,43,M,3,,Married,$120K +,Silver,2,34516,1844,4217
714622833,Existing Customer,47,M,3,Uneducated,Single,$80K - $120K,Blue,3,26058,1664,3489
712115958,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,3,2808,2264,3562
712033833,Existing Customer,42,F,4,,,Less than $40K,Blue,3,1874,1341,3899
714548733,Existing Customer,35,M,0,College,Single,$80K - $120K,Silver,3,34516,0,2655
719523108,Existing Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,2,11236,576,4253
710881008,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,1,6380,1238,4119
715098333,Existing Customer,52,M,2,High School,Single,$120K +,Blue,2,34516,761,4313
708211383,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,3,2664,0,3906
715054683,Existing Customer,50,M,2,Uneducated,Single,$80K - $120K,Blue,3,1645,0,3838
710670633,Existing Customer,40,M,4,High School,Married,$60K - $80K,Blue,3,5797,1779,2131
784560258,Existing Customer,45,M,1,Uneducated,Divorced,$60K - $80K,Blue,2,21721,1247,3937
710871108,Existing Customer,45,M,5,Uneducated,Divorced,$60K - $80K,Silver,2,31756,1459,4759
787770858,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,2,8333,774,3889
721104708,Attrited Customer,41,F,3,Post-Graduate,Single,Less than $40K,Blue,3,2067,1966,3033
717461283,Attrited Customer,38,F,2,Graduate,Single,,Blue,2,2214,570,2066
803028858,Attrited Customer,38,F,2,Graduate,Single,Less than $40K,Blue,3,3775,0,2031
716628633,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,3,4388,1519,4406
813380058,Existing Customer,64,F,0,Graduate,Single,,Blue,2,4100,863,3593
770135358,Existing Customer,46,F,1,Graduate,Married,Less than $40K,Blue,2,5157,1485,4417
719301258,Existing Customer,61,M,0,Post-Graduate,Single,$40K - $60K,Silver,3,15939,0,3982
711340233,Existing Customer,46,F,0,Graduate,Single,,Blue,1,9216,2059,3630
710002833,Existing Customer,32,F,1,High School,Married,,Blue,2,3413,2517,4355
808705758,Existing Customer,43,M,3,,,$80K - $120K,Blue,2,20348,1732,1624
710839308,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,1,5015,1671,3161
768687183,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,1,2440,1083,3017
720541758,Existing Customer,45,F,4,College,Divorced,Less than $40K,Blue,1,4948,1655,3711
712263258,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,3,2468,0,3371
712751133,Attrited Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,3,11328,1369,1829
779662308,Existing Customer,49,F,2,,Married,Less than $40K,Blue,1,1438.3,710,3808
719260608,Existing Customer,38,M,3,Uneducated,Single,$60K - $80K,Silver,3,34516,1566,3961
803319633,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,3,3183,1358,3988
708170508,Attrited Customer,38,M,2,Graduate,Married,$60K - $80K,Blue,3,1438.3,0,1651
711891933,Existing Customer,47,M,3,High School,Married,$80K - $120K,Blue,3,12945,1582,3369
802875333,Existing Customer,51,M,1,High School,Single,$60K - $80K,Blue,3,2458,0,3377
719991783,Existing Customer,40,M,2,High School,Married,$80K - $120K,Silver,3,34516,2183,3644
745435533,Existing Customer,44,M,2,,Married,$80K - $120K,Blue,1,2617,2517,3104
718063083,Existing Customer,40,M,2,Graduate,Married,$40K - $60K,Blue,1,6500,2025,4738
710713608,Existing Customer,60,M,0,Uneducated,Single,$80K - $120K,Blue,3,24528,2396,4070
720487308,Existing Customer,49,M,1,High School,,$60K - $80K,Blue,3,15898,0,4184
719770158,Attrited Customer,54,F,3,Post-Graduate,Single,Less than $40K,Blue,4,8516,0,2189
712283808,Existing Customer,50,F,3,High School,Married,Less than $40K,Silver,2,10062,1149,1964
779737233,Existing Customer,51,M,1,Graduate,Married,$60K - $80K,Blue,3,9589,628,3971
751076058,Existing Customer,44,F,4,,Married,,Blue,3,5826,0,3756
736552308,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,1,3521,672,3291
720578058,Existing Customer,53,M,4,,Single,$60K - $80K,Blue,3,8386,2375,4101
714932658,Existing Customer,42,F,4,College,Single,,Blue,3,15449,0,4098
804708633,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,2,7323,0,4666
716271183,Attrited Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,2,8924,0,1720
712442508,Existing Customer,52,F,4,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,783,3464
719165508,Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Silver,3,18965,2262,3066
826467333,Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,1,7976,585,4082
721027083,Existing Customer,47,F,4,Post-Graduate,Single,,Blue,1,3054,1862,3543
713764458,Existing Customer,53,M,2,Graduate,Single,$120K +,Blue,2,10620,2090,3453
816261858,Attrited Customer,61,M,0,Graduate,Single,$40K - $60K,Blue,5,3984,2245,1821
710850633,Existing Customer,65,M,0,High School,Single,$40K - $60K,Blue,2,2507,1613,3325
805282908,Existing Customer,43,M,5,Graduate,,$40K - $60K,Blue,3,7599,1100,4401
771246708,Existing Customer,40,M,5,Graduate,,$120K +,Blue,2,31954,2297,4371
785119833,Existing Customer,40,M,3,College,Divorced,$60K - $80K,Blue,3,19666,1180,3391
716780283,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,3,6628,1735,4050
716546283,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,3,13049,943,3944
721308033,Attrited Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,3,3036,2517,2609
779270883,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,3,16575,0,3982
822061683,Existing Customer,38,M,1,Graduate,Single,$60K - $80K,Blue,3,23391,1977,4106
710058033,Existing Customer,51,M,0,Uneducated,Divorced,$120K +,Blue,1,23898,0,3781
710678658,Existing Customer,47,F,4,,,Less than $40K,Blue,3,4944,1151,3684
712943508,Existing Customer,48,F,5,Graduate,Married,Less than $40K,Blue,3,6921,1023,4608
816263808,Existing Customer,47,M,1,Graduate,Single,$80K - $120K,Blue,1,18026,755,2760
714162033,Existing Customer,45,F,3,Post-Graduate,Divorced,Less than $40K,Blue,4,5216,1519,3434
711238908,Existing Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,5,7699,1758,5103
713971608,Existing Customer,49,M,4,Uneducated,Married,Less than $40K,Blue,1,7232,1830,4337
715193433,Existing Customer,61,F,0,High School,Single,,Blue,2,8476,0,3889
713111883,Existing Customer,51,M,1,,Married,$120K +,Blue,1,25837,1812,3783
716911608,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,1,1536,1017,3816
822898758,Existing Customer,44,F,5,Post-Graduate,Married,Less than $40K,Blue,3,4453,973,3239
712085733,Existing Customer,45,M,4,Graduate,Married,$120K +,Blue,2,34516,880,3491
718583133,Existing Customer,49,F,3,Graduate,,Less than $40K,Blue,2,4389,981,3598
772095858,Existing Customer,38,F,2,Graduate,Single,,Blue,2,13429,1246,3929
780074733,Existing Customer,42,F,1,Doctorate,Married,Less than $40K,Blue,3,1840,1565,4518
710182383,Existing Customer,44,M,3,Uneducated,Divorced,$80K - $120K,Blue,2,17846,1568,3626
713418558,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,1,9013,0,3819
715445883,Existing Customer,40,F,2,Graduate,Married,,Blue,2,18862,2105,4449
718599108,Existing Customer,50,F,3,Graduate,Married,,Blue,3,3230,1172,4419
711546333,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Blue,3,7958,1559,4962
721513833,Existing Customer,35,M,0,High School,Divorced,$40K - $60K,Blue,3,5619,1504,2808
771669183,Existing Customer,49,M,1,Graduate,Married,$60K - $80K,Blue,1,4854,1212,3651
774760458,Attrited Customer,62,F,1,High School,,$40K - $60K,Blue,5,3807,2517,1739
713453733,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,1,2529,1654,3428
804415083,Attrited Customer,45,M,3,,Married,$60K - $80K,Blue,5,4097,655,2611
711419133,Existing Customer,56,M,4,Graduate,Single,Less than $40K,Blue,2,3057,1077,4449
710691633,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,1,1957,1152,4546
715008858,Existing Customer,51,F,3,,Single,Less than $40K,Blue,1,2941,655,4099
771424908,Attrited Customer,38,M,2,,,$60K - $80K,Blue,2,11252,1129,1766
771215583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,1,24534,1475,3505
711012783,Attrited Customer,43,M,4,Graduate,Single,$120K +,Blue,3,33384,0,2066
827408058,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,2,2232,2002,3803
713904708,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,1,7582,1942,4926
807596358,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,2,13884,1204,4650
708788583,Attrited Customer,64,F,1,College,,Less than $40K,Blue,1,6167,0,1648
713446083,Existing Customer,49,F,4,Uneducated,,,Blue,2,11545,1732,3996
717888108,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Blue,3,2872,2517,3635
819714408,Attrited Customer,44,F,2,Graduate,Married,,Blue,3,5666,2386,1981
716853258,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,3,4417,0,4253
719455083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,3,2991,1508,3734
779299233,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Silver,2,13109,1375,3563
771922008,Existing Customer,57,F,2,,Single,Less than $40K,Blue,2,5443,1889,4416
708887433,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,1,2717,0,3150
713214558,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,3,2628,2195,3608
718038483,Existing Customer,42,M,3,Uneducated,Single,$80K - $120K,Blue,1,16054,0,3449
714053358,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,3,3216,0,4039
713730933,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,3,1438.3,0,1739
762775908,Existing Customer,46,F,2,High School,Married,,Blue,1,12295,1292,4177
713181558,Existing Customer,55,F,2,Doctorate,Married,,Blue,1,5794,0,4201
713079108,Existing Customer,51,F,0,Graduate,Married,Less than $40K,Blue,3,1858,925,3660
804426858,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,2,2593,1660,1974
788379933,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,3,12420,0,4422
713740533,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,3,2775,1664,2478
712235433,Attrited Customer,43,F,1,Graduate,Single,Less than $40K,Blue,3,2886,0,2326
811705233,Existing Customer,45,M,2,,Single,$40K - $60K,Blue,4,7037,0,4099
714594933,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,3,7065,990,3758
714377058,Attrited Customer,63,F,1,,Single,Less than $40K,Blue,3,1896,0,2186
827114058,Existing Customer,46,M,4,Post-Graduate,Married,$60K - $80K,Blue,2,11634,0,4447
708654933,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Platinum,2,15987,193,2021
720283758,Attrited Customer,44,F,2,Uneducated,Married,,Blue,3,13735,1733,1783
801994458,Existing Customer,58,M,1,,Single,$40K - $60K,Blue,2,3880,2517,3163
718834233,Existing Customer,38,F,2,College,Single,Less than $40K,Blue,1,6899,0,3848
719196858,Existing Customer,50,M,2,Graduate,Married,$60K - $80K,Blue,1,6508,2276,4254
708451233,Existing Customer,46,F,3,Graduate,,Less than $40K,Blue,3,5090,1650,3707
718735908,Attrited Customer,47,M,4,Graduate,Single,$120K +,Blue,4,7015,0,1799
789339633,Existing Customer,51,M,2,Uneducated,Divorced,$120K +,Blue,2,30560,0,3736
804833058,Attrited Customer,49,M,3,,Single,$80K - $120K,Blue,3,4384,0,1832
712542258,Existing Customer,47,F,5,,Married,Less than $40K,Blue,1,2950,2000,4742
713639058,Attrited Customer,49,M,3,High School,Married,$60K - $80K,Blue,3,1511,0,1329
709560258,Attrited Customer,49,F,3,Graduate,Single,,Blue,3,4946,0,2239
718317258,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,3,7477,1960,3618
720362058,Attrited Customer,57,M,2,Uneducated,Single,$60K - $80K,Silver,3,32182,0,1937
712606158,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,1,5715,1214,3685
713162358,Existing Customer,49,F,4,,Single,$40K - $60K,Blue,3,9595,509,4050
710673558,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,2,21952,1600,4087
710096658,Existing Customer,45,F,3,,Married,Less than $40K,Blue,3,2606,1978,2191
721313808,Existing Customer,50,M,1,Doctorate,Single,$80K - $120K,Blue,1,2826,1741,4488
778924158,Existing Customer,45,F,2,High School,Single,Less than $40K,Blue,3,1438.3,0,3749
719602908,Attrited Customer,42,F,2,Post-Graduate,Single,$40K - $60K,Blue,3,5667,812,2064
820383558,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,2,6366,1344,3258
717953283,Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Blue,2,2122,1189,4379
710327508,Existing Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,2,1687,1290,4247
785134758,Existing Customer,41,M,2,College,,$80K - $120K,Blue,2,14320,0,4077
811970808,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,3,5972,1885,3491
718676283,Existing Customer,43,F,2,Uneducated,Married,Less than $40K,Blue,2,8771,1662,3779
720439533,Existing Customer,64,F,0,Uneducated,Single,Less than $40K,Blue,1,7112,1358,4951
793720908,Existing Customer,46,M,5,Uneducated,Single,$40K - $60K,Blue,2,7333,875,3636
708937608,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,1,2001,1366,4590
769189083,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,2,1438.3,639,4427
713455233,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,2,34516,1416,4026
719563158,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,3,4207,1921,3850
753118533,Existing Customer,38,F,2,Doctorate,Single,Less than $40K,Blue,3,1555,986,4686
713265858,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,2,34516,1344,4795
709713033,Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,3,6846,0,1735
711608958,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,1,2071,1035,4092
708633783,Attrited Customer,43,M,3,Uneducated,Single,$80K - $120K,Blue,2,11336,0,1809
714532158,Existing Customer,55,M,1,Doctorate,Single,$60K - $80K,Blue,3,15221,1166,3848
720950283,Attrited Customer,47,M,3,High School,Married,$80K - $120K,Blue,3,21359,0,2064
809797158,Existing Customer,42,M,2,Uneducated,Single,$80K - $120K,Blue,3,19366,1592,3627
713692683,Existing Customer,41,M,2,Uneducated,Married,$60K - $80K,Blue,2,2243,1944,3216
710748483,Existing Customer,56,F,1,High School,Single,Less than $40K,Blue,2,2923,1934,3861
720868683,Existing Customer,50,F,4,Uneducated,Single,$40K - $60K,Blue,2,7853,1343,1814
787532808,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,3,16386,2236,3293
709453833,Existing Customer,48,F,4,Graduate,Single,,Blue,2,11164,859,4227
